B001,1.0
B002,1.0
B003,1.0
B006,1.0
B007,0.5
B007-01,1.0
B008,1.0
B008-03,0.5
B012,1.0
B012-02,1.0
B012-03,1.0
B016,0.0
B016-01,1.0
B016-02,1.0
B017,1.0
B018-01,1.0
B018-ZN01,0.5
B018-ZN02,1.0
B018-ZN03,1.0
B018-ZN04,1.0
B019,0.0
B021,0.0
B022,1.0
B023,1.0
B024,1.0
B025,0.0
B025-01,1.0
B026,0.0
B027,1.0
B028-01,1.0
B028-03,1.0
B028-G01,1.0
B028-ZN01,0.5
B028-ZN02,0.0
B029-ZN01,1.0
B029-ZN02,1.0
B029-ZN03,0.0
B029-ZN04,0.5
B029-ZN05,0.0
B029-ZN06,0.0
B031,1.0
B032-01,1.0
B032-02,1.0
B032-ZN01,0.0
B032-ZN02,1.0
B032-ZN03,1.0
B033,1.0
B035,1.0
B036,1.0
B037,1.0
B038,0.0
B040-02,1.0
B040-03,1.0
B041,1.0
B042,0.0
B043,1.0
B044,1.0
B045,1.0
B049,1.0
B050,1.0
B051,1.0
B052,1.0
B052-01,1.0
B052-02,0.5
B052-03,1.0
B054-01,1.0
B054-ZN01,1.0
B054-ZN02,1.0
B054-ZN03,1.0
B055,0.0
B056,0.0
B057-03,1.0
B057-04,1.0
B057-05,0.0
B057-06,1.0
B057-G01,1.0
B057-ZN01,1.0
B057-ZN02,1.0
B057-ZN03,1.0
B057-ZN04,1.0
B057-ZN05,0.0
B057-ZN06,1.0
B057-ZN07,0.0
B058-01,1.0
B058-ZN01,1.0
B058-ZN02,0.0
B058-ZN03,1.0
B058-ZN04,0.5
B058-ZN05,1.0
B058-ZN06,1.0
B060,1.0
B060-01,1.0
B061,1.0
B062,1.0
B063,1.0
B065-ZN01,1.0
B065-ZN02,0.5
B065-ZN03,1.0
B065-ZN04,1.0
B065-ZN05,1.0
B065-ZN06,1.0
B065-ZN07,1.0
B065-ZN08,0.0
B065-ZN09,1.0
B065-ZN10,1.0
B066,0.0
B066-01,1.0
B066-02,1.0
B068-01,1.0
B073-02,1.0
B073-02D,1.0
B073-07,1.0
B073-09,1.0
B073-10,1.0
B073-20,1.0
B073-ZN01,1.0
B073-ZN02,1.0
B073-ZN03,1.0
B073-ZN04,1.0
B073-ZN05,1.0
B073-ZN06,1.0
B073-ZN07,1.0
B073-ZN08,1.0
B073-ZN09,1.0
B073-ZN10,1.0
B073-ZN11,1.0
B073-ZN12,0.5
B073-ZN13,1.0
B073-ZN14,1.0
B073-ZN15,1.0
B073-ZN16,1.0
B073-ZN17,1.0
B073-ZN18,1.0
B073-ZN19,1.0
B073-ZN20,1.0
B073-ZN21,1.0
B073-ZN22,1.0
B073-ZN23,1.0
B073-ZN24,1.0
B073-ZN25,1.0
B073-ZN26,1.0
B073-ZN27,1.0
B073-ZN28,0.0
B073-ZN29,1.0
B077,1.0
B077-01,1.0
B078,0.0
B079,1.0
B080,1.0
B080-01,1.0
B080B,1.0
B082-01B,1.0
B082-02,1.0
B082-ZN01,1.0
B082-ZN02,1.0
B082-ZN03,1.0
B082-ZN04,0.0
B082-ZN05,1.0
B087,0.5
B087-01,1.0
B088,0.5
B088-02,1.0
B088-03,1.0
B089,1.0
B090,0.0
B092,0.5
B093,1.0
B094,1.0
B095,1.0
B096,1.0
B097,1.0
B098,1.0
B099,1.0
B100-01,0.0
B100-02,1.0
B102,1.0
B103,1.0
B105,1.0
B106A,1.0
B106B,1.0
B107,1.0
B109,1.0
B110,1.0
B111,1.0
B111A,1.0
B113A,1.0
B113B,1.0
B113C,1.0
B113D,1.0
B113E,1.0
B114,1.0
B114-01,1.0
B116,1.0
B118A,1.0
B118B,1.0
B121,1.0
B123,1.0
B124,1.0
B125-01,1.0
B126-01,1.0
B126-ZN01,1.0
B126-ZN02,1.0
B126-ZN03,1.0
B126-ZN04,1.0
B126-ZN05,1.0
B126-ZN06,1.0
B126-ZN07,1.0
B126A,1.0
B127,1.0
B128,1.0
B129-01,1.0
B129-ZN01,0.0
B129-ZN02,0.5
B130,0.5
B131,1.0
B132,1.0
B135,1.0
B137,1.0
B139,1.0
B140,1.0
B141,1.0
B142,1.0
B144,1.0
B145,1.0
B146,0.0
B147,1.0
B148,1.0
B149A,1.0
B149B,1.0
B150,1.0
B151,1.0
B152,1.0
B153,0.0
B154,0.0
B155,1.0
B156,1.0
B157,1.0
B158,1.0
B159,1.0
B159-01,1.0
B160,1.0
B161,0.0
B162,1.0
B163,1.0
B164,0.0
B166B,0.5
B166C-ZN01,0.0
B166C-ZN02,1.0
B166D,1.0
B166D-01,1.0
B166E,1.0
B167,1.0
B167A,1.0
B168,1.0
B169-ZN01A,1.0
B169-ZN01B,1.0
B169-ZN02A,1.0
B169-ZN02B,0.0
B169-ZN03A,1.0
B169-ZN03B,1.0
B169-ZN04A,1.0
B169-ZN04B,1.0
B169-ZN05A,1.0
B169-ZN05B,1.0
B169-ZN06A,1.0
B169-ZN06B,1.0
B169-ZN07A,1.0
B169-ZN07B,1.0
B169-ZN07C,1.0
B169A,1.0
B169B,1.0
B171,1.0
B172,1.0
B173,1.0
B175,1.0
B178,1.0
B179,1.0
B180,1.0
B182,1.0
B184,1.0
B190,1.0
B192,1.0
B192A,1.0
B193,0.0
B194,1.0
B196,1.0
B197,0.5
B200,1.0
B202,1.0
B205,1.0
B206,1.0
B207,1.0
B208,1.0
B209,1.0
B210A,1.0
B210B,0.0
B210C,1.0
B210F,1.0
B210G,1.0
B210H,1.0
B210I,0.0
B210J,1.0
B210P,1.0
B210Q,1.0
B210W,1.0
B211,1.0
B212,1.0
B213,1.0
B214-01,1.0
B214-02,1.0
B215,1.0
B216,1.0
B217,0.0
B218,0.0
B219,0.0
B220,1.0
B221,1.0
B222,1.0
B223A,1.0
B223B,1.0
B223DA,1.0
B223DK,1.0
B223E,1.0
B223F,1.0
B223G,1.0
B223H,1.0
B223I,1.0
B223IA,1.0
B223IB,1.0
B223JA,1.0
B223JB,1.0
B223JC,1.0
B223K,1.0
B223MA,1.0
B223NA,1.0
B223NB,1.0
B223NC,1.0
B223OB,0.0
B223OC,0.0
B223PA,1.0
B223PB,1.0
B223PC,1.0
B223PD,1.0
B223PE,1.0
B223QA,1.0
B223QB,1.0
B223QC,1.0
B223R,1.0
B223S,1.0
B223T,1.0
B223U,1.0
B224,1.0
B225,1.0
B226,1.0
B227,1.0
B228,0.5
B229,1.0
B230,1.0
B232,1.0
B233,1.0
B234,1.0
B235,1.0
B236,1.0
B237,1.0
B239,1.0
B240,1.0
B242,1.0
B243,1.0
B244,1.0
B245,1.0
B245-02,1.0
B246,1.0
B247,1.0
B247-01,1.0
B248,0.0
B249,1.0
B250,1.0
B251-04,1.0
B251-08,1.0
B251-ZN01,1.0
B251-ZN02,0.5
B251-ZN03,1.0
B252,1.0
B253,0.5
B254,0.5
B255C,1.0
B255D,1.0
B255E,1.0
B255F,1.0
B255G,0.0
B255H,1.0
B255I,1.0
B255J,1.0
B255K,1.0
B255L,1.0
B255M,1.0
B255N,1.0
B255O,1.0
B255P,1.0
B257,0.0
B258,1.0
B259,1.0
B260,1.0
B261,1.0
B262,1.0
B263,0.5
B264,1.0
B265,1.0
B266,1.0
B267,1.0
B268,0.5
B269,0.0
B270,1.0
B271,1.0
B272,0.5
B273,1.0
B274,0.0
B276,1.0
B277,0.0
B278,1.0
B279,0.5
B282,1.0
B283,1.0
B284,1.0
B285,1.0
B286,1.0
B287,1.0
B288,1.0
B289,1.0
B290,1.0
B291,0.5
B292,1.0
B293,1.0
B294,1.0
B295,1.0
B296,1.0
B297,0.0
B298,1.0
B300,1.0
B301,1.0
B302,0.0
B304,1.0
B306,1.0
B307,0.0
B308,1.0
B309,1.0
B310,0.0
B311,1.0
B312,0.0
B313,1.0
B315,1.0
B316,1.0
B317,1.0
B320,1.0
B321,1.0
B322,0.0
B323,1.0
B324,0.0
B325,1.0
B326,1.0
B329,1.0
B329-01,1.0
B330,0.5
B331,1.0
B332,1.0
B334,0.0
B335,1.0
B337,1.0
B338,1.0
B339,1.0
B340,1.0
B342,1.0
B343,1.0
B345,1.0
B346,1.0
B347,1.0
B348,1.0
B349,1.0
B350,0.0
B352,1.0
B353,1.0
B356,1.0
B357,1.0
B358,1.0
B359,1.0
B360,1.0
B361,1.0
B362,1.0
B363,1.0
B364,1.0
B366,1.0
B367,0.5
B372,1.0
B375,0.0
B376,1.0
B377,1.0
B378,1.0
B379,1.0
B380,0.0
B381,1.0
B382A,1.0
B382B,1.0
B384,0.5
B386,1.0
B387,1.0
B388,1.0
B389,1.0
B390,1.0
B391,1.0
B392,1.0
B395,1.0
B396,0.0
B397,0.0
B401,1.0
B402,1.0
B403,1.0
B404,1.0
B405,0.0
B406_temp,1.0
B407,1.0
B418,1.0
B419,0.0
B429,1.0
B430,1.0
B431-01,1.0
B432,1.0
B536,1.0
B537,1.0
BR-01,1.0
BR-02,1.0
BR-03,1.0
BR-04,1.0
BR-05,1.0
BR-06,0.5
BR-07,1.0
BR-08,1.0
BT01,1.0
BT02,1.0
BT03,0.0
BT04,1.0
BT05,0.0
BT06,0.0
BT07,1.0
BT08,1.0
BZ01,1.0
BZ04,1.0
BZ05,0.5
BZ06,1.0
BZ07,1.0
BZ08,1.0
BZ10,1.0
BZ100,1.0
BZ102,1.0
BZ103,1.0
BZ104,0.5
BZ105,1.0
BZ106,1.0
BZ109,1.0
BZ11,1.0
BZ110,1.0
BZ114,1.0
BZ12,1.0
BZ126,1.0
BZ128,1.0
BZ129,1.0
BZ13,1.0
BZ132,1.0
BZ136,1.0
BZ138,1.0
BZ140,1.0
BZ141,0.5
BZ142,1.0
BZ143,1.0
BZ15,1.0
BZ150,1.0
BZ151,1.0
BZ152,1.0
BZ153,1.0
BZ157,1.0
BZ158,1.0
BZ159,1.0
BZ16,1.0
BZ160,1.0
BZ161,1.0
BZ162,1.0
BZ164,1.0
BZ166,1.0
BZ17,1.0
BZ175,-1.0
BZ176,1.0
BZ177,1.0
BZ18,1.0
BZ19,1.0
BZ195,1.0
BZ198,1.0
BZ20,1.0
BZ200,1.0
BZ201,1.0
BZ202,1.0
BZ203,1.0
BZ207,1.0
BZ21,1.0
BZ214,0.0
BZ215,1.0
BZ217,1.0
BZ218,1.0
BZ219,1.0
BZ22,1.0
BZ220,1.0
BZ221,1.0
BZ222,1.0
BZ223,1.0
BZ224,1.0
BZ227,1.0
BZ228,1.0
BZ23,1.0
BZ230,1.0
BZ232,1.0
BZ233,1.0
BZ235,1.0
BZ236,1.0
BZ237,1.0
BZ238,1.0
BZ239,1.0
BZ24,1.0
BZ240,1.0
BZ241,0.5
BZ242,1.0
BZ243,1.0
BZ244,1.0
BZ245,1.0
BZ246,1.0
BZ247,0.0
BZ248,1.0
BZ25,1.0
BZ250,1.0
BZ251,1.0
BZ253,1.0
BZ254,1.0
BZ255,1.0
BZ256,1.0
BZ257,1.0
BZ258,1.0
BZ259,1.0
BZ26,1.0
BZ260,1.0
BZ261,1.0
BZ262,1.0
BZ263,1.0
BZ264,1.0
BZ265,1.0
BZ268,1.0
BZ269,1.0
BZ27,1.0
BZ270,1.0
BZ272,1.0
BZ273,1.0
BZ274,1.0
BZ275,1.0
BZ276,1.0
BZ278,1.0
BZ279,-1.0
BZ28,1.0
BZ280,1.0
BZ281,1.0
BZ282,1.0
BZ283,1.0
BZ284,1.0
BZ286,1.0
BZ287,1.0
BZ288,1.0
BZ289,1.0
BZ29,1.0
BZ290,1.0
BZ291,1.0
BZ293,1.0
BZ294,1.0
BZ297,1.0
BZ298,1.0
BZ30,1.0
BZ300,1.0
BZ301,1.0
BZ302,1.0
BZ307,1.0
BZ309,1.0
BZ31,1.0
BZ316,1.0
BZ32,1.0
BZ321,1.0
BZ322,1.0
BZ323,1.0
BZ324,1.0
BZ325,1.0
BZ326,1.0
BZ327,1.0
BZ33,1.0
BZ330,1.0
BZ335,1.0
BZ336,0.5
BZ337,1.0
BZ338,1.0
BZ339,1.0
BZ34,1.0
BZ340,1.0
BZ341,1.0
BZ342,1.0
BZ343,1.0
BZ346,1.0
BZ349,1.0
BZ35,1.0
BZ350,1.0
BZ351,1.0
BZ353,1.0
BZ358,1.0
BZ359,1.0
BZ36,1.0
BZ360,1.0
BZ361,1.0
BZ362,1.0
BZ367,1.0
BZ369,1.0
BZ37,1.0
BZ370,1.0
BZ372,1.0
BZ373,1.0
BZ374,0.5
BZ375,1.0
BZ377,1.0
BZ378,1.0
BZ38,1.0
BZ382,1.0
BZ383,1.0
BZ384,1.0
BZ385,1.0
BZ386,1.0
BZ387,1.0
BZ388,1.0
BZ389,1.0
BZ39,1.0
BZ390,1.0
BZ391,1.0
BZ40,1.0
BZ42,1.0
BZ43,1.0
BZ44,1.0
BZ45,1.0
BZ46,1.0
BZ47,1.0
BZ48,1.0
BZ49,1.0
BZ495,1.0
BZ50,1.0
BZ51,1.0
BZ52,1.0
BZ525,1.0
BZ527,1.0
BZ53,1.0
BZ54,1.0
BZ55,1.0
BZ57,1.0
BZ58,1.0
BZ59,1.0
BZ60,1.0
BZ61,1.0
BZ62,1.0
BZ63,1.0
BZ64,1.0
BZ65,1.0
BZ67,1.0
BZ69,1.0
BZ70,1.0
BZ71,0.0
BZ72,1.0
BZ73,1.0
BZ74,1.0
BZ75,1.0
BZ77,1.0
BZ78,1.0
BZ79,1.0
BZ80,1.0
BZ81,1.0
BZ82,1.0
BZ84,1.0
BZ85,1.0
BZ86,1.0
BZ87,1.0
BZ88,1.0
BZ90,1.0
BZ91,1.0
BZ93A,1.0
BZ93B,1.0
BZ96,1.0
BZ97,1.0
BZ98,1.0
BZ99,1.0
M001,1.0
M002,1.0
M003,1.0
M004,0.0
M005-02,1.0
M005-06,1.0
M005-ZN01,1.0
M005-ZN02,1.0
M006,1.0
M007,1.0
M008,1.0
M009,1.0
M010-01,1.0
M010-031,1.0
M010-048,-1.0
M010-059,-1.0
M010-089,1.0
M010-090,-1.0
M010-103,1.0
M010-143,-1.0
M010-145,1.0
M010-151,1.0
M010-164,-1.0
M010-167,1.0
M010-169,-1.0
M010-176,-1.0
M010-187,1.0
M010-188,1.0
M010-193,1.0
M010-195,-1.0
M010-202,1.0
M010-207,1.0
M010-241,1.0
M010-247,1.0
M010-ZN01,1.0
M010-ZN02&4,1.0
M010-ZN03,1.0
M010-ZN05,1.0
M010-ZN06,1.0
M010-ZN07,1.0
M010-ZN08,1.0
M010-ZN09,1.0
M010-ZN10&11,0.5
M010-ZN12&13,1.0
M010-ZN14,1.0
M010-ZN15,1.0
M010-ZN16,1.0
M010-ZN17,1.0
M010-ZN18&19,1.0
M010-ZN20,0.5
M010-ZN21,1.0
M010-ZN24&25,1.0
M010-ZN26,1.0
M010-ZN27,1.0
M010-ZN28,1.0
M010-ZN29,0.0
M010-ZN30,0.0
M010-ZN31,1.0
M010-ZN32,1.0
M010-ZN33,0.0
M010-ZN34,0.5
M010-ZN35,1.0
M010-ZN36,1.0
M010-ZN37,1.0
M010-ZN38,1.0
M010-ZN39,1.0
M010-ZN40,1.0
M010-ZN41,1.0
M010-ZN42&43,1.0
M010-ZN44,0.0
M010-ZN45,1.0
M010-ZN46,0.5
M010-ZN47,1.0
M010-ZN48,1.0
M011,1.0
M012,1.0
M013,1.0
M014,0.0
M014-02,1.0
M014-03,1.0
M015,1.0
M016,1.0
M017,1.0
M018,1.0
M019,0.0
M020,1.0
M021,1.0
M022,1.0
M024,1.0
M025,1.0
M027,1.0
M027-01,1.0
M028-02,1.0
M028-03,1.0
M028-ZN01,1.0
M028-ZN02,0.0
M028-ZN03,1.0
M029-01,1.0
M029-02,0.0
M029-10,1.0
M029-ZN01,1.0
M029-ZN02,0.0
M029-ZN03,1.0
M029-ZN04,1.0
M029-ZN05,1.0
M029-ZN06,1.0
M030,1.0
M030A,1.0
M030B,1.0
M031,0.0
M032,1.0
M033,1.0
M034,1.0
M035,1.0
M036,1.0
M037-01,1.0
M037-03,1.0
M037-04,-1.0
M037-05B,1.0
M037-08,-1.0
M037-09,1.0
M037-10,1.0
M037-11,1.0
M037-ZN01,0.0
M037-ZN02,0.0
M037-ZN03,0.0
M037-ZN04,1.0
M037-ZN05,0.0
M037-ZN06,0.0
M037-ZN07,0.0
M037-ZN08,0.0
M037-ZN09,1.0
M038,1.0
M039-ZN01,1.0
M040,1.0
M041,1.0
M042-01,1.0
M042-02,1.0
M042-03,-1.0
M042-ZN01,1.0
M042-ZN02,0.0
M042-ZN03,1.0
M042-ZN04,1.0
M042-ZN05,1.0
M042-ZN06,0.0
M042-ZN07,1.0
M042-ZN08,0.5
M043-ZN01,1.0
M043-ZN02,0.0
M044,1.0
M045,0.0
M046,1.0
M047,0.5
M047-01,0.5
M047-03,1.0
M051,1.0
M052,1.0
M052-02,1.0
M053,1.0
M054,1.0
M055,1.0
M056-01,1.0
M056-02,1.0
M056-03,1.0
M056-04,1.0
M056-ZN01,0.5
M056-ZN02,0.0
M056-ZN03,0.5
M056-ZN04,1.0
M056-ZN05,1.0
M058-01,1.0
M058-06,1.0
M058-07,1.0
M058-ZN01,1.0
M058-ZN02,1.0
M058-ZN03,0.0
M059,1.0
M062,1.0
M064,1.0
M065,1.0
M066,0.0
M067,1.0
M069,1.0
M070,1.0
M071-02,1.0
M071-03,1.0
M071-04,1.0
M071-08,1.0
M071-13,1.0
M071-16,1.0
M071-31,1.0
M071-34,1.0
M071-36,1.0
M071-37,1.0
M071-38,0.0
M071-ZN01,1.0
M071-ZN02,1.0
M071-ZN03,0.0
M071-ZN04,1.0
M071-ZN05,1.0
M071-ZN06,1.0
M071-ZN07,1.0
M071-ZN08,1.0
M071-ZN09,1.0
M071-ZN10,1.0
M071-ZN11,1.0
M071-ZN12,1.0
M071-ZN13,1.0
M071-ZN14,1.0
M071-ZN15,0.0
M071-ZN16,1.0
M071-ZN17,0.0
M071-ZN18,1.0
M071-ZN19,1.0
M071-ZN20,1.0
M071-ZN21,1.0
M071-ZN22,1.0
M071-ZN23,1.0
M071-ZN24,1.0
M071-ZN25,0.5
M071-ZN30,1.0
M071-ZN31,1.0
M071-ZN32,1.0
M072-01,1.0
M072-03,1.0
M072-ZN26,1.0
M072-ZN27,0.5
M072-ZN28,1.0
M072-ZN29,1.0
M076,1.0
M077-02,1.0
M077-03,1.0
M077-04,1.0
M077-ZN01,1.0
M077-ZN02,1.0
